protein_id,sample,season,normalized_abundance,log_abundance
PvWBCH1.3KG170200.1.v1.1,Pv-DD-1,Winter,1152.3,7.049515224887799
PvWBCH1.3KG170200.1.v1.1,Pv-DD-2,Winter,934.8,6.84033260373445
PvWBCH1.3KG170200.1.v1.1,Pv-DD-3,Winter,956.8,6.863594384241518
PvWBCH1.9KG029100.1.v1.1,Pv-DD-1,Summer,279.1,5.631570144125222
PvWBCH1.9KG029100.1.v1.1,Pv-DD-2,Summer,388.1,5.961263040951517
PvWBCH1.9KG029100.1.v1.1,Pv-DD-3,Summer,372.1,5.919162638040026
PvWBCH1.9KG029100.1.v1.1,Pv-DD-1,Winter,222.6,5.405376443333807
PvWBCH1.9KG029100.1.v1.1,Pv-DD-2,Winter,305.7,5.72260423216797
PvWBCH1.9KG029100.1.v1.1,Pv-DD-3,Winter,255.7,5.544004886207974
PvWBCH1.3NG174600.1.v1.1,Pv-DD-1,Summer,31432,10.35558176127011
PvWBCH1.3NG174600.1.v1.1,Pv-DD-2,Summer,31918.3,10.370934792031447
PvWBCH1.3NG174600.1.v1.1,Pv-DD-3,Summer,30509.9,10.325806500124223
PvWBCH1.3NG174600.1.v1.1,Pv-DD-1,Winter,47918.7,10.777261103894634
PvWBCH1.3NG174600.1.v1.1,Pv-DD-2,Winter,43556.9,10.68182340832989
PvWBCH1.3NG174600.1.v1.1,Pv-DD-3,Winter,45549.6,10.726557121112773
PvWBCH1.6NG024700.1.v1.1,Pv-DD-1,Summer,1879.4,7.538707856481049
PvWBCH1.6NG024700.1.v1.1,Pv-DD-2,Summer,1592.9,7.373311533928378
PvWBCH1.6NG024700.1.v1.1,Pv-DD-3,Summer,1589.7,7.371300598795876
PvWBCH1.6NG024700.1.v1.1,Pv-DD-1,Winter,2827.3,7.947077471978375
PvWBCH1.6NG024700.1.v1.1,Pv-DD-2,Winter,2614.1,7.868675149382038
PvWBCH1.6NG024700.1.v1.1,Pv-DD-3,Winter,1694.9,7.435379021614014
PvWBCH1.5NG333800.1.v1.1,Pv-DD-1,Summer,14462.8,9.579335114657578
PvWBCH1.5NG333800.1.v1.1,Pv-DD-2,Summer,15522.1,9.65002009392651
PvWBCH1.5NG333800.1.v1.1,Pv-DD-3,Summer,15597.7,9.654878746534564
PvWBCH1.5NG333800.1.v1.1,Pv-DD-1,Winter,20289,9.917834146292337
PvWBCH1.5NG333800.1.v1.1,Pv-DD-2,Winter,19651.5,9.885908950312722
PvWBCH1.5NG333800.1.v1.1,Pv-DD-3,Winter,21269.9,9.965048206772794
PvWBCH1.6NG181400.1.v1.1,Pv-DD-1,Summer,12088.7,9.40002641102841
PvWBCH1.6NG181400.1.v1.1,Pv-DD-2,Summer,12743.4,9.452768769580729
PvWBCH1.6NG181400.1.v1.1,Pv-DD-3,Summer,12385.1,9.424249416255012
PvWBCH1.6NG181400.1.v1.1,Pv-DD-1,Winter,12736.8,9.452250720260308
PvWBCH1.6NG181400.1.v1.1,Pv-DD-2,Winter,14812.6,9.603233448977061
PvWBCH1.6NG181400.1.v1.1,Pv-DD-3,Winter,13759.9,9.529513844091742
PvWBCH1.4NG014400.2.v1.1,Pv-DD-1,Summer,3070.7,8.029660827945197
PvWBCH1.4NG014400.2.v1.1,Pv-DD-2,Summer,2578.5,7.854963113878836
PvWBCH1.4NG014400.2.v1.1,Pv-DD-3,Summer,2674.7,7.891592503882041
PvWBCH1.4NG014400.2.v1.1,Pv-DD-1,Winter,4257.7,8.356484387593216
PvWBCH1.4NG014400.2.v1.1,Pv-DD-2,Winter,3958.5,8.283620444864109
PvWBCH1.4NG014400.2.v1.1,Pv-DD-3,Winter,4192.6,8.341076345768299
PvWBCH1.9KG415900.1.v1.1,Pv-DD-1,Summer,467.7,6.147827066869963
PvWBCH1.9KG415900.1.v1.1,Pv-DD-2,Summer,511.2,6.236760905019507
PvWBCH1.9KG415900.1.v1.1,Pv-DD-3,Summer,480.2,6.174202685869618
PvWBCH1.9KG415900.1.v1.1,Pv-DD-1,Winter,908.2,6.81146461976493
PvWBCH1.9KG415900.1.v1.1,Pv-DD-2,Winter,848.9,6.743941394921917
PvWBCH1.9KG415900.1.v1.1,Pv-DD-3,Winter,942.3,6.848323696273944
PvWBCH1.3KG182000.1.v1.1,Pv-DD-1,Summer,723.1,6.583547526563841
PvWBCH1.3KG182000.1.v1.1,Pv-DD-2,Summer,645.2,6.469560347800961
PvWBCH1.3KG182000.1.v1.1,Pv-DD-3,Summer,602.7,6.401419562148199
PvWBCH1.3KG182000.1.v1.1,Pv-DD-1,Winter,708.9,6.563714474271608
PvWBCH1.3KG182000.1.v1.1,Pv-DD-2,Winter,728.1,6.590438402774103
PvWBCH1.3KG182000.1.v1.1,Pv-DD-3,Winter,594.5,6.387720717812923
PvWBCH1.5KG347500.2.v1.1,Pv-DD-1,Summer,709.2,6.564137575610093
PvWBCH1.5KG347500.2.v1.1,Pv-DD-2,Summer,708.2,6.562726541089834
PvWBCH1.5KG347500.2.v1.1,Pv-DD-3,Summer,785.9,6.666829559144555
PvWBCH1.5KG347500.2.v1.1,Pv-DD-1,Winter,1038.4,6.945436346912846
PvWBCH1.5KG347500.2.v1.1,Pv-DD-2,Winter,1014.1,6.921756799604046
PvWBCH1.5KG347500.2.v1.1,Pv-DD-3,Winter,879.7,6.7795809413953805
PvWBCH1.6KG027900.1.v1.1,Pv-DD-1,Summer,2408.8,7.786883977582669
PvWBCH1.6KG027900.1.v1.1,Pv-DD-2,Summer,2599.4,7.8630359285321925
PvWBCH1.6KG027900.1.v1.1,Pv-DD-3,Summer,2805.1,7.939194468301707
PvWBCH1.6KG027900.1.v1.1,Pv-DD-1,Winter,3864.6,8.25961346303966
PvWBCH1.6KG027900.1.v1.1,Pv-DD-2,Winter,4302.9,8.367044493200678
PvWBCH1.6KG027900.1.v1.1,Pv-DD-3,Winter,3924.3,8.274943270617113
PvWBCH1.6KG203900.1.v1.1,Pv-DD-1,Summer,1027.1,6.934494577145374
PvWBCH1.6KG203900.1.v1.1,Pv-DD-2,Summer,1202.9,7.092490587831351
PvWBCH1.6KG203900.1.v1.1,Pv-DD-3,Summer,1212.5,7.1004396236363805
PvWBCH1.6KG203900.1.v1.1,Pv-DD-1,Winter,1278.3,7.153286349956265
PvWBCH1.6KG203900.1.v1.1,Pv-DD-2,Winter,1433.1,7.267595209761814
PvWBCH1.6KG203900.1.v1.1,Pv-DD-3,Winter,1264,7.142036575497942
PvWBCH1.9NG074900.1.v1.1,Pv-DD-1,Summer,344.1,5.8409323157095665
PvWBCH1.9NG074900.1.v1.1,Pv-DD-2,Summer,227.4,5.426710585713973
PvWBCH1.9NG074900.1.v1.1,Pv-DD-3,Summer,272.7,5.608372293518576
PvWBCH1.9NG074900.1.v1.1,Pv-DD-1,Winter,422,6.04500531640568
PvWBCH1.9NG074900.1.v1.1,Pv-DD-2,Winter,456.9,6.124464550757889
PvWBCH1.9NG074900.1.v1.1,Pv-DD-3,Winter,487.4,6.189085143242809
PvWBCH1.4NG206200.1.v1.1,Pv-DD-1,Summer,870,6.768493212798055
PvWBCH1.4NG206200.1.v1.1,Pv-DD-2,Summer,868.4,6.7666524391556795
PvWBCH1.4NG206200.1.v1.1,Pv-DD-3,Summer,873.2,6.772164625821002
PvWBCH1.4NG206200.1.v1.1,Pv-DD-1,Winter,1951.9,7.576558536664886
PvWBCH1.4NG206200.1.v1.1,Pv-DD-2,Winter,3403,8.132412674794764
PvWBCH1.4NG206200.1.v1.1,Pv-DD-3,Winter,3086,8.03463103324715
PvWBCH1.4NG246900.1.v1.1,Pv-DD-1,Summer,73.7,4.300002812763812
PvWBCH1.4NG246900.1.v1.1,Pv-DD-2,Summer,84.2,4.433194933124765
PvWBCH1.4NG246900.1.v1.1,Pv-DD-3,Summer,119.9,4.786658070373752
PvWBCH1.4NG246900.1.v1.1,Pv-DD-1,Winter,145.6,4.980863142630717
PvWBCH1.4NG246900.1.v1.1,Pv-DD-2,Winter,270.7,5.601011200314382
PvWBCH1.4NG246900.1.v1.1,Pv-DD-3,Winter,164.8,5.104732623543333
PvWBCH1.7KG276300.1.v1.1,Pv-DD-1,Summer,1146.5,7.044469103170179
PvWBCH1.7KG276300.1.v1.1,Pv-DD-2,Summer,1645.1,7.405556452233241
PvWBCH1.7KG276300.1.v1.1,Pv-DD-3,Summer,1617.2,7.3884515383849685
PvWBCH1.7KG276300.1.v1.1,Pv-DD-1,Winter,1672.3,7.421955203985056
PvWBCH1.7KG276300.1.v1.1,Pv-DD-2,Winter,1203.9,7.093321566771615
PvWBCH1.7KG276300.1.v1.1,Pv-DD-3,Winter,1698,7.437206367460221
PvWBCH1.4KG237100.3.v1.1,Pv-DD-1,Summer,12053.5,9.397110353258997
PvWBCH1.4KG237100.3.v1.1,Pv-DD-2,Summer,12280.5,9.415767917566043
PvWBCH1.4KG237100.3.v1.1,Pv-DD-3,Summer,13115.2,9.481527141975013
PvWBCH1.4KG237100.3.v1.1,Pv-DD-1,Winter,20488.7,9.927628793685786
PvWBCH1.4KG237100.3.v1.1,Pv-DD-2,Winter,27302.8,10.214744540052903
PvWBCH1.4KG237100.3.v1.1,Pv-DD-3,Winter,26296.5,10.177191129500066
PvWBCH1.6KG068800.1.v1.1,Pv-DD-1,Summer,12607.3,9.442031290331101
PvWBCH1.6KG068800.1.v1.1,Pv-DD-2,Summer,8975.7,9.102276204855453
PvWBCH1.6KG068800.1.v1.1,Pv-DD-3,Summer,10057.2,9.216044074992292
PvWBCH1.6KG068800.1.v1.1,Pv-DD-1,Winter,14838.2,9.604960215631538
PvWBCH1.6KG068800.1.v1.1,Pv-DD-2,Winter,11302,9.332734980278268
PvWBCH1.6KG068800.1.v1.1,Pv-DD-3,Winter,10813.6,9.288559880262094
PvWBCH1.1KG010200.1.v1.1,Pv-DD-1,Summer,10009.1,9.211249958277111
PvWBCH1.1KG010200.1.v1.1,Pv-DD-2,Summer,11108.1,9.315429850996898
PvWBCH1.1KG010200.1.v1.1,Pv-DD-3,Summer,11545.1,9.354016383596036
PvWBCH1.1KG010200.1.v1.1,Pv-DD-1,Winter,8864.8,9.08984365773492
PvWBCH1.1KG010200.1.v1.1,Pv-DD-2,Winter,9206.4,9.12765417346585
PvWBCH1.1KG010200.1.v1.1,Pv-DD-3,Winter,9342.8,9.142361272270357
PvWBCH1.1NG008700.1.v1.1,Pv-DD-1,Summer,28.2,3.3393220134050603
PvWBCH1.1NG008700.1.v1.1,Pv-DD-2,Summer,28,3.332204545889489
PvWBCH1.1NG008700.1.v1.1,Pv-DD-3,Summer,28.8,3.3603754218641217
PvWBCH1.1NG008700.1.v1.1,Pv-DD-1,Winter,21.4,3.0633909687567766
PvWBCH1.1NG008700.1.v1.1,Pv-DD-2,Winter,23.5,3.157000463703304
PvWBCH1.1NG008700.1.v1.1,Pv-DD-3,Winter,30.7,3.4242626871664408
PvWBCH1.1NG049400.1.v1.1,Pv-DD-1,Summer,130.2,4.86907173745496
PvWBCH1.1NG049400.1.v1.1,Pv-DD-2,Summer,120.4,4.790819541180369
PvWBCH1.1NG049400.1.v1.1,Pv-DD-3,Summer,130,4.86753445814789
PvWBCH1.1NG049400.1.v1.1,Pv-DD-1,Winter,113.3,4.730039176860086
PvWBCH1.1NG049400.1.v1.1,Pv-DD-2,Winter,78.1,4.357990069649738
PvWBCH1.1NG049400.1.v1.1,Pv-DD-3,Winter,98.6,4.591071271750577
PvWBCH1.1KG054900.1.v1.1,Pv-DD-1,Summer,10772.2,9.284724020506252
PvWBCH1.1KG054900.1.v1.1,Pv-DD-2,Summer,11090.9,9.31388023133472
PvWBCH1.1KG054900.1.v1.1,Pv-DD-3,Summer,11938,9.387481868812362
PvWBCH1.1KG054900.1.v1.1,Pv-DD-1,Winter,8019.2,8.989593945386396
PvWBCH1.1KG054900.1.v1.1,Pv-DD-2,Winter,7531.2,8.926809670779658
PvWBCH1.1KG054900.1.v1.1,Pv-DD-3,Winter,7280,8.892886141328095
PvWBCH1.6NG063700.2.v1.1,Pv-DD-1,Summer,2258.3,7.72236759726607
PvWBCH1.6NG063700.2.v1.1,Pv-DD-2,Summer,1533.1,7.3350471089686815
PvWBCH1.6NG063700.2.v1.1,Pv-DD-3,Summer,1695.2,7.43555600754399
PvWBCH1.6NG063700.2.v1.1,Pv-DD-1,Winter,2342,7.758760544584648
PvWBCH1.6NG063700.2.v1.1,Pv-DD-2,Winter,1475.4,7.296684419127985
PvWBCH1.6NG063700.2.v1.1,Pv-DD-3,Winter,1487.3,7.304717675270911
PvWBCH1.8NG002500.1.v1.1,Pv-DD-1,Summer,9899.6,9.200249631367026
PvWBCH1.8NG002500.1.v1.1,Pv-DD-2,Summer,8482.6,9.045772285684091
PvWBCH1.8NG002500.1.v1.1,Pv-DD-3,Summer,9675.4,9.177341860815963
PvWBCH1.8NG002500.1.v1.1,Pv-DD-1,Winter,6002.3,8.699898008256676
PvWBCH1.8NG002500.1.v1.1,Pv-DD-2,Winter,5637.6,8.637213722190193
PvWBCH1.8NG002500.1.v1.1,Pv-DD-3,Winter,5610.8,8.632448591023744
PvWBCH1.3KG190900.1.v1.1,Pv-DD-1,Summer,3107.4,8.041541642979713
PvWBCH1.3KG190900.1.v1.1,Pv-DD-2,Summer,2571.7,7.852322438196796
PvWBCH1.3KG190900.1.v1.1,Pv-DD-3,Summer,2789.5,7.93361764764407
PvWBCH1.3KG190900.1.v1.1,Pv-DD-1,Winter,10385,9.248117736406506
PvWBCH1.3KG190900.1.v1.1,Pv-DD-2,Winter,11489.4,9.349180150245212
PvWBCH1.3KG190900.1.v1.1,Pv-DD-3,Winter,8403.3,9.036379764945101
PvWBCH1.1NG146000.1.v1.1,Pv-DD-1,Summer,7312.1,8.897285789326025
PvWBCH1.1NG146000.1.v1.1,Pv-DD-2,Summer,7257.2,8.889749358633802
PvWBCH1.1NG146000.1.v1.1,Pv-DD-3,Summer,7295.2,8.894971876756532
PvWBCH1.1NG146000.1.v1.1,Pv-DD-1,Winter,8303.9,9.024480563064374
PvWBCH1.1NG146000.1.v1.1,Pv-DD-2,Winter,8313,9.025575833651382
PvWBCH1.1NG146000.1.v1.1,Pv-DD-3,Winter,7760.5,8.956802044220098
PvWBCH1.3KG062100.1.v1.1,Pv-DD-1,Summer,6027.8,8.704137380861534
PvWBCH1.3KG062100.1.v1.1,Pv-DD-2,Summer,5445.2,8.602489765821966
PvWBCH1.3KG062100.1.v1.1,Pv-DD-3,Summer,5146.3,8.546033289043715
PvWBCH1.3KG062100.1.v1.1,Pv-DD-1,Winter,8316.5,9.025996772350833
PvWBCH1.3KG062100.1.v1.1,Pv-DD-2,Winter,8330,9.027618735280937
PvWBCH1.3KG062100.1.v1.1,Pv-DD-3,Winter,8318.8,9.026273292763975
PvWBCH1.5KG299000.2.v1.1,Pv-DD-1,Summer,13905.3,9.540025341480275
PvWBCH1.5KG299000.2.v1.1,Pv-DD-2,Summer,13508.7,9.511089201379843
PvWBCH1.5KG299000.2.v1.1,Pv-DD-3,Summer,14256.6,9.564975236437165
PvWBCH1.5KG299000.2.v1.1,Pv-DD-1,Winter,16451.5,9.708171937507501
PvWBCH1.5KG299000.2.v1.1,Pv-DD-2,Winter,16228,9.694493424387959
PvWBCH1.5KG299000.2.v1.1,Pv-DD-3,Winter,17797.9,9.786835751848377
PvWBCH1.9KG223700.1.v1.1,Pv-DD-1,Summer,2393.2,7.780386661933727
PvWBCH1.9KG223700.1.v1.1,Pv-DD-2,Summer,2490.5,7.8202387729148635
PvWBCH1.9KG223700.1.v1.1,Pv-DD-3,Summer,2565.2,7.849791727664541
PvWBCH1.9KG223700.1.v1.1,Pv-DD-1,Winter,2297.9,7.73975094179607
PvWBCH1.9KG223700.1.v1.1,Pv-DD-2,Winter,1959.6,7.580495650274728
PvWBCH1.9KG223700.1.v1.1,Pv-DD-3,Winter,1994.9,7.598349203255643
PvWBCH1.2KG299900.1.v1.1,Pv-DD-1,Summer,17757.7,9.784574503711537
PvWBCH1.2KG299900.1.v1.1,Pv-DD-2,Summer,17520,9.771098364547461
PvWBCH1.2KG299900.1.v1.1,Pv-DD-3,Summer,17708.4,9.781794382313874
PvWBCH1.2KG299900.1.v1.1,Pv-DD-1,Winter,17112.4,9.747558625956549
PvWBCH1.2KG299900.1.v1.1,Pv-DD-2,Winter,18863,9.844957610398739
PvWBCH1.2KG299900.1.v1.1,Pv-DD-3,Winter,18760.7,9.839519535350226
PvWBCH1.3NG058100.1.v1.1,Pv-DD-1,Summer,104.6,4.650143561191052
PvWBCH1.3NG058100.1.v1.1,Pv-DD-2,Summer,86.6,4.461299827115734
PvWBCH1.3NG058100.1.v1.1,Pv-DD-3,Summer,64.8,4.171305618790328
PvWBCH1.3NG058100.1.v1.1,Pv-DD-1,Winter,146.1,4.984291325601281
PvWBCH1.3NG058100.1.v1.1,Pv-DD-2,Winter,122.1,4.804840389306667
PvWBCH1.3NG058100.1.v1.1,Pv-DD-3,Winter,128.6,4.856706819579569
PvWBCH1.9NG490500.1.v1.1,Pv-DD-1,Summer,6017.7,8.702460405664938
PvWBCH1.9NG490500.1.v1.1,Pv-DD-2,Summer,5391.7,8.592616013247568
PvWBCH1.9NG490500.1.v1.1,Pv-DD-3,Summer,5927.4,8.687340947447192
PvWBCH1.9NG490500.1.v1.1,Pv-DD-1,Winter,8905.7,9.094446800270504
PvWBCH1.9NG490500.1.v1.1,Pv-DD-2,Winter,9510.9,9.160193788390734
