tmt_batch,Checked,Protein_FDR_Confidence_Combined,Master,protein_id,Description,Exp_q_value_Combined,Sum_PEP_Score,Coverage,Peptides,PSMs,Unique_Peptides,AAs,MW_kDa,calc_pI,Score_Sequest_HT_Sequest_HT,Peptides_by_Search_Engine_Sequest_HT,Razor_Peptides,Abundance_Ratio_Winter_Summer,Abundance_Ratio_Summer_Winter,pval,Abundances_Grouped_Summer,Abundances_Grouped_Winter,Abundances_Grouped_CV_Summer,Abundances_Grouped_CV_Winter,Abundance_C002-1_Summer,Abundance_C002-2_Summer,Abundance_C002-3_Summer,Abundance_C004-1_Summer,Abundance_C004-2_Summer,Abundance_C004-3_Summer,Abundance_C002-1_Winter,Abundance_C002-2_Winter,Abundance_C002-3_Winter,Abundance_C004-1_Winter,Abundance_C004-2_Winter,Abundance_C004-3_Winter,Abundances_Normalized_C002-1_Summer,Abundances_Normalized_C002-2_Summer,Abundances_Normalized_C002-3_Summer,Abundances_Normalized_C004-1_Summer,Abundances_Normalized_C004-2_Summer,Abundances_Normalized_C004-3_Summer,Abundances_Normalized_C002-1_Winter,Abundances_Normalized_C002-2_Winter,Abundances_Normalized_C002-3_Winter,Abundances_Normalized_C004-1_Winter,Abundances_Normalized_C004-2_Winter,Abundances_Normalized_C004-3_Winter,Found_in_S55_C002-1_Summer,Found_in_S56_C002-2_Summer,Found_in_S57_C002-3_Summer,Found_in_S58_C004-1_Summer,Found_in_S59_C004-2_Summer,Found_in_S60_C004-3_Summer,Found_in_S67_C002-1_Winter,Found_in_S68_C002-2_Winter,Found_in_S69_C002-3_Winter,Found_in_S70_C004-1_Winter,Found_in_S71_C004-2_Winter,Found_in_S72_C004-3_Winter,Protein_Groups,Modifications,Abundance_C027-1_Summer,Abundance_C027-2_Summer,Abundance_C027-3_Summer,Abundance_C043-1_Summer,Abundance_C043-2_Summer,Abundance_C043-3_Summer,Abundance_C027-1_Winter,Abundance_C027-2_Winter,Abundance_C027-3_Winter,Abundance_C043-1_Winter,Abundance_C043-2_Winter,Abundance_C043-3_Winter,Abundances_Normalized_C027-1_Summer,Abundances_Normalized_C027-2_Summer,Abundances_Normalized_C027-3_Summer,Abundances_Normalized_C043-1_Summer,Abundances_Normalized_C043-2_Summer,Abundances_Normalized_C043-3_Summer,Abundances_Normalized_C027-1_Winter,Abundances_Normalized_C027-2_Winter,Abundances_Normalized_C027-3_Winter,Abundances_Normalized_C043-1_Winter,Abundances_Normalized_C043-2_Winter,Abundances_Normalized_C043-3_Winter,Found_in_S73_C027-1_Summer,Found_in_S74_C027-2_Summer,Found_in_S75_C027-3_Summer,Found_in_S76_C043-1_Summer,Found_in_S77_C043-2_Summer,Found_in_S78_C043-3_Summer,Found_in_S85_C027-1_Winter,Found_in_S86_C027-2_Winter,Found_in_S87_C027-3_Winter,Found_in_S88_C043-1_Winter,Found_in_S89_C043-2_Winter,Found_in_S90_C043-3_Winter,Abundance_C065-1_Summer,Abundance_C065-2_Summer,Abundance_C065-3_Summer,Abundance_C071-1_Summer,Abundance_C071-2_Summer,Abundance_C071-3_Summer,Abundance_C065-1_Winter,Abundance_C065-2_Winter,Abundance_C065-3_Winter,Abundance_C071-1_Winter,Abundance_C071-2_Winter,Abundance_C071-3_Winter,Abundances_Normalized_C065-1_Summer,Abundances_Normalized_C065-2_Summer,Abundances_Normalized_C065-3_Summer,Abundances_Normalized_C071-1_Summer,Abundances_Normalized_C071-2_Summer,Abundances_Normalized_C071-3_Summer,Abundances_Normalized_C065-1_Winter,Abundances_Normalized_C065-2_Winter,Abundances_Normalized_C065-3_Winter,Abundances_Normalized_C071-1_Winter,Abundances_Normalized_C071-2_Winter,Abundances_Normalized_C071-3_Winter,Found_in_S1_C065-1_Summer,Found_in_S2_C065-2_Summer,Found_in_S3_C065-3_Summer,Found_in_S4_C071-1_Summer,Found_in_S5_C071-2_Summer,Found_in_S6_C071-3_Summer,Found_in_S13_C065-1_Winter,Found_in_S14_C065-2_Winter,Found_in_S15_C065-3_Winter,Found_in_S16_C071-1_Winter,Found_in_S17_C071-2_Winter,Found_in_S18_C071-3_Winter,Abundance_C022-1_Summer,Abundance_C022-2_Summer,Abundance_C022-3_Summer,Abundance_C076-1_Summer,Abundance_C076-2_Summer,Abundance_C076-3_Summer,Abundance_C022-1_Winter,Abundance_C022-2_Winter,Abundance_C022-3_Winter,Abundance_C076-1_Winter,Abundance_C076-2_Winter,Abundance_C076-3_Winter,Abundances_Normalized_C022-1_Summer,Abundances_Normalized_C022-2_Summer,Abundances_Normalized_C022-3_Summer,Abundances_Normalized_C076-1_Summer,Abundances_Normalized_C076-2_Summer,Abundances_Normalized_C076-3_Summer,Abundances_Normalized_C022-1_Winter,Abundances_Normalized_C022-2_Winter,Abundances_Normalized_C022-3_Winter,Abundances_Normalized_C076-1_Winter,Abundances_Normalized_C076-2_Winter,Abundances_Normalized_C076-3_Winter,Found_in_S19_C022-1_Summer,Found_in_S20_C022-2_Summer,Found_in_S21_C022-3_Summer,Found_in_S22_C076-1_Summer,Found_in_S23_C076-2_Summer,Found_in_S24_C076-3_Summer,Found_in_S31_C022-1_Winter,Found_in_S32_C022-2_Winter,Found_in_S33_C022-3_Winter,Found_in_S34_C076-1_Winter,Found_in_S35_C076-2_Winter,Found_in_S36_C076-3_Winter
1,TRUE,High,Master Protein,Td00001aa028619_T001,Td00001aa028619_T001,0,15.041,18,4,5,3,349,39.4,9.13,17.58,4,1,1.0834236186348862,0.923,0.940239136437195,97.3,105.4,4.46,18.66,62.1,52.5,71.2,68.4,103.1,120.9,70.4,58.5,35.5,64.3,48.8,59.8,130.2,121.2,121.1,129.4,116.1,120.9,96,107.5,128.4,148.3,134,159.7,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa003563_T002,Td00001aa003563_T002,0,15.037,25,3,9,2,212,24.1,5.1,24.57,3,0,0.7722007722007722,1.295,0.285073641218017,107.2,82.8,28.24,16.63,8.5,5.9,8.3,13.5,23.7,21.6,14.7,8.2,3.7,6.6,5.9,4.8,17.8,13.6,14.1,25.5,26.7,21.6,20,15.1,13.4,15.2,16.2,12.8,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa009655_T002,Td00001aa009655_T002,0,15.012,24,3,5,3,165,17.4,6.86,15.71,3,0,0.5552470849528041,1.801,0.0253818834906392,125.8,69.8,19.27,29.72,95.1,86.9,130.5,85.7,128.8,137.6,110.6,62.7,32.9,37.5,30.3,24.7,199.3,200.6,221.9,162.1,145,137.6,150.8,115.2,119,86.5,83.2,66,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa031054_T001,Td00001aa031054_T001,0,15.008,23,4,11,2,242,25.2,9.79,32.86,4,0,0.6510416666666666,1.536,0.0205455489645509,112.8,73.4,18.11,20.59,19,19.4,28.3,32.2,43.6,63.4,22.7,17.6,6.6,14.9,13.6,8,39.8,44.8,48.1,60.9,49.1,63.4,31,32.3,23.9,34.4,37.3,21.4,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa028045_T001,Td00001aa028045_T001,0,15.004,11,4,10,4,473,50.6,5.05,25.21,4,0,0.8771929824561404,1.14,0.48480898218738,103.4,90.7,22.97,17.42,127,110,171.2,103,157.4,167.8,159.4,126.7,63.4,75.9,61.1,58,266.2,254,291.1,194.8,177.2,167.8,217.4,232.8,229.4,175.1,167.8,154.9,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa019061_T002,Td00001aa019061_T002,0,14.994,4,5,6,2,1838,206.5,6.32,17.86,5,2,0.9115770282588879,1.097,0.142839856299304,98.5,89.8,9.99,6.57,27.8,26.4,28.4,26,44,55.4,33,24.5,14.6,21.3,16.9,18.8,58.3,61,48.3,49.2,49.5,55.4,45,45,52.8,49.1,46.4,50.2,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa012012_T002,Td00001aa012012_T002,0,14.994,13,4,5,2,582,62.2,4.91,18.64,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa000184_T001,Td00001aa000184_T001,0,14.989,3,4,4,4,2184,246.7,5.95,13.37,4,0,1.3123359580052494,0.762,0.594047652096442,65.9,86.5,16.15,15.87,45,52.1,57.3,40.5,77.9,111.3,111.3,64.2,26.8,48.1,48.9,50.9,94.3,120.3,97.4,76.6,87.7,111.3,151.8,117.9,97,111,134.3,136,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa028345_T004,Td00001aa028345_T004,0,14.979,10,4,7,4,576,65,7.66,19.22,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa028601_T001,Td00001aa028601_T001,0,14.969,12,4,7,4,386,41.6,8.79,20.54,4,0,0.6863417982155113,1.457,0.300518883255827,135.1,92.7,17.78,34.74,18.5,13.7,28,19.7,27.6,31.4,16.5,17.3,2.6,10.7,11.5,8.2,38.8,31.6,47.6,37.3,31.1,31.4,22.5,31.8,9.4,24.7,31.6,21.9,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa010339_T002,Td00001aa010339_T002,0,14.951,23,6,10,5,242,25.9,4.88,23.48,6,1,1.1574074074074074,0.864,0.112084989702804,97,112.3,10.39,10.55,143.3,121.1,146.6,154.5,203.2,253.8,222.7,177.9,86.6,154,95.5,106.6,300.4,279.6,249.3,292.2,228.8,253.8,303.7,326.8,313.3,355.2,262.2,284.8,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa000579_T003,Td00001aa000579_T003,0,14.931,11,5,6,5,533,56.7,6.21,18.97,5,0,0.9765625,1.024,0.766723014366762,102.4,100,17.8,13.29,24,32.9,29.7,28.6,50.9,49.9,33.1,27.5,14.5,21.7,24,19.3,50.3,76,50.5,54.1,57.3,49.9,45.1,50.5,52.5,50.1,65.9,51.6,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa038310_T001,Td00001aa038310_T001,0,14.927,23,5,6,5,343,38,8.29,18.92,5,0,0.7776049766718507,1.286,0.395438561814515,104.3,81.1,28.63,35.15,9.2,6.7,13.6,16.4,26.5,17.5,10,9.5,3.3,6.7,10.7,8.2,19.3,15.5,23.1,31,29.8,17.5,13.6,17.5,11.9,15.5,29.4,21.9,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa033273_T001,Td00001aa033273_T001,0,14.927,6,4,6,4,928,102.6,7.02,22.54,4,0,0.6798096532970768,1.471,0.00762161890816382,130.4,88.7,7.97,23.21,102.6,90.9,122.7,96.6,166.5,179.3,98.5,73.3,24.3,71.6,58.8,39.3,215.1,209.9,208.7,182.7,187.5,179.3,134.3,134.7,87.9,165.2,161.5,105,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa042258_T001,Td00001aa042258_T001,0,14.924,18,2,4,2,184,20.3,6.28,10.41,2,0,0.5858230814294083,1.707,5.18157856023271e-4,118.5,69.4,9.3,21.97,45.7,41.5,58.1,49.2,99.3,115.6,41.9,44,11.9,30.4,20.7,20.2,95.8,95.8,98.8,93.1,111.8,115.6,57.1,80.8,43.1,70.1,56.8,54,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa027933_T001,Td00001aa027933_T001,0,14.918,45,4,7,4,146,16.5,5.05,24.79,4,0,1.1312217194570136,0.884,0.36195745389951,91.6,103.7,12.47,20.55,34.4,35.9,43.4,48.5,80.6,98.7,76.8,51,19,56.5,32.9,38.5,72.1,82.9,73.8,91.7,90.8,98.7,104.7,93.7,68.7,130.3,90.3,102.8,High,High,High,High,High,High,High,High,High,High,High,High,1,Met-loss+Acetyl [N-Term],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa037706_T001,Td00001aa037706_T001,0,14.918,16,6,10,6,385,41.2,8.68,27.39,6,0,0.5931198102016607,1.686,0.0093408256774109,132.1,78.4,38.33,26.45,35.8,40.4,50.8,60.4,171.9,104.5,34.4,33.9,15.8,26,32.8,17.3,75,93.3,86.4,114.2,193.5,104.5,46.9,62.3,57.2,60,90.1,46.2,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa025961_T001,Td00001aa025961_T001,0,14.909,14,4,6,4,369,39.8,5.83,18.17,4,0,0.8237232289950577,1.214,0.542585270305561,121.6,100.2,14.51,25.59,94,78.9,137.3,139.4,219.8,257.5,117.5,95.3,40.4,121.9,81.5,89.4,197,182.2,233.5,263.6,247.5,257.5,160.2,175.1,146.2,281.2,223.8,238.8,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa014555_T001,Td00001aa014555_T001,0,14.908,13,4,5,4,454,48.9,7.83,16.96,4,0,0.44622936189201245,2.241,1.13699617153573e-5,146.8,65.5,10.31,18.54,53.2,45.8,77.2,52.9,111.6,117.6,36.1,26.2,20,23,16.1,19.9,111.5,105.8,131.3,100.1,125.7,117.6,49.2,48.1,72.4,53.1,44.2,53.2,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,TRUE,High,Master Protein,Td00001aa001961_T001,Td00001aa001961_T001,0,14.904,25,4,6,4,269,30.7,5.97,20.3,4,0,0.9090909090909091,1.1,0.439194206560578,100,91,8.91,4.26,94,72.4,98.1,107.9,154.2,193,117.5,86.8,45,76.4,62,64.8,197,167.2,166.8,204.1,173.6,193,160.2,159.5,162.8,176.2,170.2,173.1,High,High,High,High,High,High,High,High,High,High,High,High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
