protein_id,Peptides,Coverage,Bitscore,Abundance_Ratio_Winter_Summer,pval,padj,Abundance_Grouped_Summer,Abundance_Grouped_Winter,Abundance_Mg-1_Summer,Abundance_Mg-2_Summer,Abundance_Mg-3_Summer,Abundance_Mg-1_Winter,Abundance_Mg-2_Winter,Abundance_Mg-3_Winter,Abundances_Normalized_Mg-1_Summer,Abundances_Normalized_Mg-2_Summer,Abundances_Normalized_Mg-3_Summer,Abundances_Normalized_Mg-1_Winter,Abundances_Normalized_Mg-2_Winter,Abundances_Normalized_Mg-3_Winter
Misin01G085200.1.v7.1,1,100,41.6,1.1731898238747553,0.984535282532479,1,102.2,119.9,18.5,14.8,14.7,21.8,23.8,14.4,33.3,31.3,29.7,36.7,37.6,30.1
Misin01G086400.1.v7.1,3,100,131.3,0.7516339869281046,0.0362795657574012,0.147143054176181,153,115,692,541.4,570.6,514.7,512.3,453.7,1246.8,1145.5,1153.4,867.1,810.4,946.9
Misin01G086600.1.v7.1,1,100,46.2,0.6187050359712231,0.368004568368721,0.778189930060045,208.5,129,188.5,226.1,117,136.8,122.4,100.7,339.6,478.4,236.5,230.5,193.6,210.2
Misin01G087400.1.v7.1,12,100,469.09999999999997,0.8326210826210826,0.796298769330191,1,140.4,116.9,1042.8,1001.3,991.6,991,1146,792.7,1878.8,2118.5,2004.4,1669.5,1812.9,1654.4
Misin01G091100.1.v7.1,2,100,108.2,0.8579387186629527,0.856383265002977,1,143.6,123.2,326.5,216.1,338.7,299.5,324.1,207.4,588.3,457.2,684.6,504.6,512.7,432.9
Misin01G091700.1.v7.1,2,97.75,85.9,1.1927194860813704,0.316311505997675,0.698111376621098,46.7,55.7,43.5,39.2,43.6,62.9,60.3,47.4,78.4,82.9,88.1,106,95.4,98.9
Misin01G094700.1.v7.1,1,100,52.8,0.7838684416601409,0.205255708427698,0.510750085194968,127.7,100.1,119,77.6,125.1,85.4,106.2,84.4,214.4,164.2,252.9,143.9,168,176.1
Misin01G099300.1.v7.1,1,92.9,33.1,1.1901931649331352,0.929635905462359,1,67.3,80.1,11.1,8.1,11.1,15.4,13.7,11.4,20,17.1,22.4,25.9,21.7,23.8
Misin01G101700.1.v7.1,6,100,244.7,1.2493074792243768,0.435855613103821,0.875531299000731,108.3,135.3,507.8,223.7,388.7,632.5,620.5,400,914.9,473.3,785.7,1065.6,981.6,834.8
Misin01G102200.1.v7.1,5,100,229.8,1.170112781954887,0.00783146234462873,0.0489692383123217,212.8,249,514.2,452.1,446.9,627.8,669.8,592.5999999999999,926.5,956.5,903.3,1057.6,1059.6,1236.7
Misin01G104600.1.v7.1,13,100,518.4,1.47702834799609,0.00965293170933812,0.0563249155994574,102.3,151.1,655.5,538.1999999999999,539.6,1039.1000000000001,1096.5,845.3,1181,1138.7,1090.7,1750.6000000000001,1734.6000000000001,1764.2
Misin01G106100.1.v7.1,4,97.35,156.8,0.6918395573997234,0.113104705456296,0.335527536932952,361.5,250.1,960.5,608.4,964.9,708.8,786.3,577,1730.5,1287.2,1950.5,1194,1243.8000000000002,1204.1999999999998
Misin01G106200.1.v7.1,4,100,149.6,1.0615942028985508,0.876434335905571,1,110.4,117.2,106.2,110.8,117.9,147.7,174.2,109.1,191.3,234.4,238.3,248.8,275.6,227.7
Misin01G106300.1.v7.1,2,100,83.5,0.9489685124864279,0.992153009175471,1,92.1,87.4,660.1,578.1,527.8,649.3,741.1,540.7,1189.3,1223.1,1066.9,1093.9,1172.4,1128.5
Misin01G106600.1.v7.1,3,100,148.7,4.116630669546437,0.00151468112370423,0.0150609215632764,46.3,190.6,41.7,38.8,30.7,183.6,138.2,155,75.1,82.1,62.1,309.3,218.6,323.5
Misin01G107700.1.v7.1,2,92.5,76.19999999999999,0.928479103834554,0.970615544641349,1,232.10000000000002,215.5,455.8,272.3,379.1,422.29999999999995,431.4,264.9,821.3,576.1,766.3000000000001,711.4,682.4,552.9
Misin01G108800.1.v7.1,33,100,1419.8999999999996,1.432234432234432,2.19346047725111e-6,4.5463759944136e-4,327.6,469.2,4039.8,3490.4,3222.6000000000004,6044.8,6469.9000000000005,5159.3,7278.6,7384.7,6514,10183.5,10234.699999999999,10767.7
Misin01G109700.1.v7.1,1,100,33.1,1.2140992167101827,0.254113800528136,0.59740177033126,114.9,139.5,70,80.9,69.7,100.9,108.2,111.6,126.1,171.2,140.9,170,171.2,232.9
Misin01G110100.1.v7.1,1,100,34.3,1.2516666666666665,0.920633599871535,1,60,75.1,100.5,67.3,77.6,144,124.1,92.3,181.1,142.4,156.9,242.6,196.3,192.6
Misin01G110600.1.v7.1,2,100,76.7,1.5099268547544409,0.00680295230954464,0.0445114387181735,95.7,144.5,61.2,39.5,57.4,92.9,109.3,79.8,110.3,83.6,116,156.5,172.9,166.5
Misin01G111800.1.v7.1,2,100,71.6,1.1019714479945615,0.812429723576495,1,147.1,162.1,2278.3999999999996,1835.3,1933.9,2659.7,2694,1955,4105,3883,3909.1,4480.8,4261.6,4080.2
Misin01G113900.1.v7.1,4,100,166.7,0.5765013054830288,0.00570390448824831,0.0390124153176146,191.5,110.4,565.9,670,484.6,348.9,331.8,293.3,1019.6,1417.5,979.6,587.8,524.9,612.1
Misin01G114400.1.v7.1,1,94.4,41.6,0.2973621103117506,0.00135835952262986,0.0139319524876959,166.8,49.6,94.1,62.1,102.3,31.6,31.9,23.9,169.5,131.4,206.8,53.2,50.5,49.9
Misin01G118500.1.v7.1,6,100,224.9,0.9576427255985267,0.668923483609992,1,108.6,104,721.2,709.2,618.6,738.4,761.1,623,1299.4,1500.5,1250.4,1244,1204,1300.2
Misin01G119000.1.v7.1,14,100,635.2,1.3967112024665982,0.211390572742784,0.521983392924169,97.3,135.9,1125.8,863.5,820.6999999999999,1803.1000000000001,1865.6000000000001,1398.7,2028.4,1826.9,1658.9,3037.7,2951.2,2919.2
Misin01G119400.1.v7.1,2,98.65,116.3,1.4609665427509293,0.97631123627698,1,26.9,39.3,219.8,159.6,163.1,313.1,308.8,236.3,396,337.7,329.7,527.5,488.5,493.2
Misin01G120000.1.v7.1,1,90.9,43.9,0.45005740528128596,1.8229793013491e-4,0.0034651144040636,87.1,39.2,147.7,150.2,133.1,70.2,76.6,63,266.1,317.8,269,118.3,121.2,131.5
Misin01G122900.1.v7.1,2,90.9,74.7,0.21338757396449706,1.13253352710396e-5,6.4326277822894e-4,270.4,57.7,116.6,122.8,129.8,32.9,39.8,20.9,210.1,259.8,262.4,55.4,63,43.6
Misin01G123100.1.v7.1,1,100,40.4,0.450920245398773,0.00565876091208017,0.0388262018135702,163,73.5,177.2,183.8,186.9,101.1,123.2,53.5,319.3,388.9,377.8,170.3,194.9,111.7
Misin01G130700.1.v7.1,2,100,91.3,0.45257826887661146,3.62910871900546e-5,0.00117691748879203,217.2,98.3,202.1,256.5,216.3,117.5,130.2,90.1,364.1,542.7,437.2,197.9,206,188
Misin01G131700.1.v7.1,2,100,87.5,0.48941942485078677,1.280068277375e-4,0.00266710729541183,184.3,90.2,240.6,309.6,280.6,146.9,177.4,133,433.5,655,567.2,247.5,280.6,277.6
Misin01G134500.1.v7.1,3,100,102,1.5098765432098764,0.0376446335845148,0.150401858216643,81,122.3,129.4,118.6,110.3,198.4,222.6,191.7,233.1,250.9,223,334.2,352.1,400.1
Misin01G140500.1.v7.1,2,97.2,67.8,0.703030303030303,0.0195614748964,0.0952148898571761,99,69.6,217,151.5,211.9,161.6,173.7,140.3,391,320.5,428.3,272.2,274.8,292.8
Misin01G145100.1.v7.1,1,100,58.5,0.8758434547908234,0.996414890950194,1,74.1,64.9,45.9,40.2,30.1,43,39.8,36.4,82.7,85.1,60.8,72.4,63,76
Misin01G145800.1.v7.1,11,100,433.2,0.6862406447898677,0.628820162096596,1,173.7,119.2,5383.5,4513.1,4555.5,3505.9,4144.6,3457.4,9699.6,9548.5,9208.4,5906.3,6556.4,7215.8
Misin01G147400.1.v7.1,1,100,35,0.6675307841866494,0.0113597541661948,0.0636509403632863,154.3,103,25.5,30.4,21.2,18.2,21.8,9.8,45.9,64.3,42.9,30.7,34.5,20.5
Misin01G149000.1.v7.1,3,100,118.2,0.7793733681462142,0.958229380233183,1,76.6,59.7,376.7,209.3,301.7,325.5,289.1,227.9,678.7,442.8,609.8,548.4,457.3,475.6
Misin01G154000.1.v7.1,28,100,1411.3999999999999,0.6103376261747302,0.00139148145340229,0.0141942288924414,574.6,350.7,4484.1,5338.4000000000005,4772.2,3433.2,3965.2,3074.9,8079.2,11294.7,9646.4,5783.8,6272.5999999999995,6417.4000000000005
Misin01G154200.1.v7.1,1,100,35,0.8066770186335404,0.273038456504257,0.626931975161319,128.8,103.9,182.1,151.1,185.1,157.1,179.2,125.4,328.1,319.7,374.2,264.7,283.5,261.7
Misin01G162000.1.v7.1,1,100,57.8,0.6899879372738239,0.022417101773277,0.105557889740781,165.8,114.4,131.4,134.9,119.8,101.6,105.6,79.9,236.7,285.4,242.2,171.2,167,166.8
Misin01G164400.1.v7.1,3,100,129.3,0.9564293304994687,0.941433799742239,1,94.1,90,155.5,190,128.5,145.9,169.5,136,280.2,402,259.7,245.8,268.1,283.8
Misin01G164600.1.v7.1,5,95.57499999999999,201.8,1.0691489361702127,0.555178033415993,1,225.6,241.2,643.5,403.2,594.7,734.9000000000001,749.4,563,1159.4,853.0999999999999,1202.2,1238.1,1185.5,1175
Misin01G172700.1.v7.1,1,94.1,42.7,0.8764044943820224,0.890724765249055,1,35.6,31.2,11.1,10,10.5,9.9,12.3,8.9,20,21.2,21.2,16.7,19.5,18.6
Misin01G175400.1.v7.1,1,100,35.8,0.25619834710743805,0.0298810637470377,0.127642479475697,350.9,89.9,130.1,193.2,188.7,47.4,61.8,49.3,234.4,408.8,381.4,79.9,97.8,102.9
Misin01G175700.1.v7.1,2,100,105.1,0.4879912663755459,0.0105123309774877,0.0603496919988914,183.2,89.4,85,84.2,88.2,51.6,45.9,46.9,153.1,178.1,178.3,86.9,72.6,97.9
Misin01G175800.1.v7.1,2,100,90.5,0.8610441767068273,0.663055571993291,1,124.5,107.2,55.2,67.7,60.3,62.3,60.4,54.8,99.5,143.2,121.9,105,95.5,114.4
Misin01G176000.1.v7.1,1,100,39.7,0.5614355231143552,0.856718113608608,1,164.4,92.3,48.3,18.3,32.9,17.1,23.6,18.4,87,38.7,66.5,28.8,37.3,38.4
Misin01G179700.1.v7.1,3,100,100.4,1.140926640926641,0.642029010656014,1,51.8,59.1,483.6,388.3,383.4,571.7,591.9,394.9,871.3,821.5,775,963.1,936.3,824.2
Misin01G180500.1.v7.1,16,100,751.2,0.7203671467004273,3.430166385514e-4,0.00533567861083665,631.9,455.20000000000005,3263.9,2882.6,3812.4,2355.2,2428.7,1918.5,5880.699999999999,6098.899999999999,7706.3,3967.7999999999997,3841.9999999999995,4004.1
Misin01G181500.1.v7.1,2,100,75.5,0.9355992844364938,0.96698117540387,1,55.9,52.3,74.9,52.4,53.5,68.9,65.6,45.2,134.9,110.9,108.1,116.1,103.8,94.3
Misin01G184700.1.v7.1,5,100,186.4,0.752549286199864,0.175934828489269,0.458515479102363,147.1,110.7,1106.1,952.3,937.3,888.2,948.3,832.7,1992.9,2014.8,1894.6,1496.3,1500.1,1737.9
Misin01G185200.1.v7.1,24,100,1318.3,0.7374710871241327,3.6186415811223e-4,0.00557556177942032,259.4,191.3,1757.1000000000001,1792.5,1615.6,1569.3999999999999,1607.2,1332.4,3165.9,3792.5,3265.7,2643.8999999999996,2542.5,2780.8
Misin01G185300.1.v7.1,3,93.3,105.9,1.2011363636363637,0.83082579259033,1,88,105.7,65.1,54.6,40.2,82.3,70.5,67.9,117.3,115.5,81.3,138.6,111.5,141.7
Misin01G186900.1.v7.1,10,98.6,407.1,0.8752107925801014,0.332178262705995,0.721374004178215,237.2,207.60000000000002,182.5,142.1,180.8,169.7,199.10000000000002,137.1,328.79999999999995,300.6,365.5,285.9,315,286.1
Misin01G190900.1.v7.1,8,100,289.30000000000007,1.0985626283367556,0.149167839899108,0.410958967263089,146.10000000000002,160.5,611.5,386.70000000000005,423.9,779.2,830,538.4,1101.8,818.1,856.8000000000001,1312.7,1312.9,1123.6
Misin01G191600.1.v7.1,2,100,85.5,0.8772178850248402,0.983953381666887,1,140.9,123.6,95.7,92,73.6,105.4,95.6,65,172.4,194.6,148.8,177.6,151.2,135.7
Misin01G192700.1.v7.1,2,100,84.7,1.1030701754385963,0.554484621348269,1,91.2,100.6,54.6,37.5,50.4,61,73.5,52,98.4,79.3,101.9,102.8,116.3,108.5
Misin01G193800.1.v7.1,1,100,34.3,1.008695652173913,0.999601641697243,1,57.5,58,89,76.8,80.3,95.5,103.5,98.2,160.4,162.5,162.3,160.9,163.7,204.9
Misin01G194700.1.v7.1,1,100,43.5,0.8226190476190476,0.379839955176122,0.793224563831964,84,69.1,168.5,108.7,162.2,148.3,161.7,95.1,303.6,230,327.9,249.8,255.8,198.5
Misin01G197200.1.v7.1,13,99.075,628.8,0.9946869070208729,0.696740032056844,1,263.5,262.1,2093.8,1760.9,1905.4,2297.1,2376.7,1862.3,3772.5,3725.6,3851.6000000000004,3869.9,3759.7,3886.7
Misin01G201500.1.v7.1,10,100,517.8000000000001,0.9312169312169312,0.408236015033092,0.833965859987039,170.10000000000002,158.4,10319.199999999999,10702.900000000001,9364.5,9550.6,11145.3,7977.799999999999,18592.399999999998,22644.4,18929.199999999997,16089.5,17630.9,16650.1
Misin01G201800.1.v7.1,1,100,47.8,0.8826728826728827,0.589114720637672,1,128.7,113.6,81.4,59.5,91,74.2,81.8,66.1,146.7,125.9,183.9,125,129.4,138
Misin01G202600.1.v7.1,7,100,281.90000000000003,0.8032230703986429,0.0116639711017074,0.0650649228130814,117.9,94.7,479.5,371,463.4,411.8,428.3,335.5,863.9,784.9,936.7,693.7,677.5,700.2
Misin01G203000.1.v7.1,1,100,48.5,0.8100067613252196,0.374357506325126,0.784800837358462,147.9,119.8,119.9,118.4,113.4,105.9,119.6,89,216,250.5,229.2,178.4,189.2,185.7
Misin01G204900.1.v7.1,1,100,43.5,1.2846820809248556,0.193277726463367,0.488336642779396,69.2,88.9,205.4,216.7,174.2,282.3,295.2,246.3,370.1,458.5,352.1,475.6,467,514
Misin01G205300.1.v7.1,4,96.45,143.2,0.7069454287739192,8.8200883026878e-4,0.0102056128535373,282.2,199.5,884,749.2,936.3,687.8,723.6999999999999,633,1592.6999999999998,1585.1,1892.7,1158.8,1144.9,1321.1
Misin01G207700.1.v7.1,1,100,40.8,0.7757731958762886,0.00420264207347432,0.0310349837951388,116.4,90.3,309.2,233.8,322.3,256.5,267.9,207.2,557.1,494.7,651.5,432.1,423.8,432.4
Misin01G208900.1.v7.1,4,98.75,160.60000000000002,0.7931266846361186,0.116239824757497,0.342907483034616,148.4,117.7,251.2,247.7,281.3,217.8,262.8,202.3,452.6,524.1,568.6,366.9,415.7,422.2
Misin01G210000.1.v7.1,1,100,41.2,0.4434907010014306,6.6921569172651e-5,0.00175676489295078,209.7,93,445.9,551,481.3,253.2,282.7,206.8,803.4,1165.8,972.9,426.6,447.2,431.6
Misin01G210900.1.v7.1,4,100,192.6,1.3707627118644068,0.0575926499668644,0.202057880365996,94.4,129.4,175.8,152.4,148,286.6,252.6,236.9,316.7,322.4,299.1,482.90000000000003,399.59999999999997,494.5
Misin01G211300.1.v7.1,42,100,1865.7000000000003,1.1353912808015165,0.946728939829432,1,369.29999999999995,419.3,5608.5,4916.7,4662.4,6402.9000000000005,6786.0999999999995,5176.8,10104.9,10402.3,9424.5,10786.800000000001,10735.1,10804.300000000001
