scientificName,decimalLatitude,decimalLongitude,bio01_Annual_Mean_Temperature,bio05_Max_Temperature_Warmest_Month,bio06_Min_Temperature_Coldest_Month,bio10_Mean_Temperature_Warmest_Quarter,bio11_Mean_Temperature_Coldest_Quarter,bio04_Temperature_Seasonality,bio12_Annual_Precipitation,Elevation_m
Andropogon gerardii,49.662385,-99.266868,2.86266684532166,26.3400001525879,-22.5799999237061,18.4373340606689,-14.6759996414185,1344.07348632812,503,334
Andropogon gerardii,41.75861,-72.95833,9.02250003814697,27.6720008850098,-9.23600006103516,20.2726669311523,-2.66466689109802,927.959533691406,1212,201
Andropogon gerardii,37.0231,-102.8222,12.4108333587646,33.0880012512207,-7.36800003051758,23.5520000457764,1.76600003242493,884.44873046875,402,1347
Andropogon gerardii,40.2701,-104.7631,9.56916618347168,30.8599987030029,-10.5920000076294,20.9739990234375,-1.6233332157135,914.06787109375,377,1458
Andropogon gerardii,50.4,-97.933333,1.83666658401489,24.8999996185303,-23.3680000305176,17.6246662139893,-15.7646675109863,1350.72424316406,503,251
Andropogon gerardii,43,-81.3,8.02583312988281,26.8120002746582,-9.52400016784668,19.8546657562256,-4.45800018310547,992.15966796875,1004,264
Andropogon gerardii,44.363181,-95.927444,6.5678334236145,28.3319988250732,-16.503999710083,20.757999420166,-8.96066665649414,1203.63073730469,634,456
Andropogon gerardii,39.16666,-96.56666,12.5004997253418,32.7519989013672,-8.60800075531006,24.9986667633057,-0.776666760444641,1037.5009765625,889,337
Andropogon gerardii,40.46638,-92.67805,10.7661666870117,30.7119998931885,-10.0240001678467,23.2826671600342,-2.98399996757507,1055.40795898438,966,253
Andropogon gerardii,49.954713,-97.251706,2.54666662216187,25.7880001068115,-23.4519996643066,18.5133323669434,-15.6786661148071,1388.68920898438,524,238
Andropogon gerardii,37.63991,-100.15931,12.4353332519531,33.4679985046387,-8.26399993896484,24.478666305542,0.403333336114883,977.463439941406,557,816
Andropogon gerardii,42.72636,-84.55623,8.94449996948242,28.7479991912842,-9.62400054931641,21.1086673736572,-3.96266674995422,1013.16912841797,803,262
Andropogon gerardii,41.830833,-92.791667,8.84749984741211,29.1160011291504,-13.003999710083,21.8833332061768,-5.69533348083496,1114.88110351562,891,300
Andropogon gerardii,32.63361,-93.90027,17.7071666717529,33.5400009155273,1.11199998855591,26.8520011901855,8.14599990844727,758.264892578125,1268,73
Andropogon gerardii,41.462838,-79.648662,8.52766704559326,27.0399990081787,-8.93599987030029,19.4860000610352,-3.04266667366028,913.611999511719,1119,428
Andropogon gerardii,40.9069,-96.98388,10.4428329467773,31.4440002441406,-10.7519998550415,23.5153331756592,-3.28133320808411,1079.90466308594,715,440
Andropogon gerardii,30.73856,-84.91962,19.3463325500488,33.0719985961914,4.12799978256226,26.8126678466797,11.2273330688477,636.994934082031,1435,53
Andropogon gerardii,43.583158968,-103.374645856,8.51616668701172,30.6959991455078,-11.5279998779297,20.703332901001,-2.91400003433228,961.80859375,439,1125
Andropogon gerardii,38.99099,-94.79931,12.6383333206177,32.0639991760254,-7.7039999961853,24.7733325958252,-0.371333360671997,1011.73443603516,1006,283
Andropogon gerardii,31.911111,-104.797222,14.1518335342407,29.8600006103516,-1.37199997901917,22.5459995269775,5.56533336639404,692.334045410156,429,1779
Andropogon gerardii,45.5075,-93.793892,6.01916694641113,28.2000007629395,-18.1200008392334,20.1273326873779,-9.85599994659424,1215.28759765625,725,307
Andropogon gerardii,39.03888,-90.92,12.1671667098999,31.5359992980957,-7.76399993896484,23.8813323974609,-0.626000046730042,984.07080078125,936,177
Andropogon gerardii,50.027579,-96.887049,2.24650001525879,25.3519992828369,-23.5160007476807,18.0166664123535,-15.7333335876465,1369.13146972656,579,254
Andropogon gerardii,31.9111,-104.7972,14.1518335342407,29.8600006103516,-1.37199997901917,22.5459995269775,5.56533336639404,692.334045410156,429,1779
Andropogon gerardii,41.842322,-79.071447,7.55149984359741,26.2600002288818,-9.98400020599365,18.5599994659424,-4.07399988174438,919.736022949219,1162,513
Andropogon gerardii,42.375,-72.511389,8.77649974822998,28.7280006408691,-10.8559999465942,20.4793338775635,-3.52866673469543,970.829956054688,1134,64
Andropogon gerardii,30.892799,-84.222971,19.0499992370605,33.0359992980957,3.63199996948242,26.5939998626709,10.8819999694824,641.509826660156,1399,91
Andropogon gerardii,47.66783,-101.19544,4.74666690826416,27.4440002441406,-18.507999420166,19.1079998016357,-10.9173336029053,1219.8701171875,430,591
Andropogon gerardii,49.662385,-99.266868,2.86266684532166,26.3400001525879,-22.5799999237061,18.4373340606689,-14.6759996414185,1344.07348632812,503,334
Andropogon gerardii,37.82583,-94.28861,13.3444995880127,32.484001159668,-6.61999988555908,24.9173336029053,0.919333457946777,965.498413085938,1114,265
Andropogon gerardii,44.6776,-84.57717,6.12333345413208,27.2320003509521,-13.3439998626709,18.4253330230713,-6.83733320236206,1028.677734375,789,352
Andropogon gerardii,50.9258329990772,-95.644444,1.45333325862885,24.7759990692139,-25.1119995117188,17.326000213623,-16.6200008392334,1370.40234375,555,287
Andropogon gerardii,49.767,-99.333,2.48583340644836,25.8840007781982,-22.9799995422363,17.9426670074463,-14.9486665725708,1335.57946777344,490,376
Andropogon gerardii,41.287242,-77.840269,8.55366706848145,27.2360000610352,-9.18400001525879,19.6113338470459,-3.02266669273376,917.747009277344,1032,425
Andropogon gerardii,35.364861,-79.212539,15.5504999160767,31.9519996643066,-1.26800000667572,24.9606666564941,5.7960000038147,774.04150390625,1185,121
Andropogon gerardii,49.28,-98.635,2.29233336448669,24.7999992370605,-22.57200050354,17.5753326416016,-15.050666809082,1330.04956054688,545,469
Andropogon gerardii,50.2189016076586,-96.5522098155934,2.05116677284241,24.8640003204346,-23.8439998626709,17.6860008239746,-15.8499994277954,1359.18347167969,546,253
Andropogon gerardii,47.506389,-103.403611,6.13633346557617,29.423999786377,-16.5440006256104,20.2593326568604,-8.50466632843018,1165.39294433594,388,716
Andropogon gerardii,38.288333,-111.241111,10.8520002365112,32.4879989624023,-8.0600004196167,22.5706672668457,-0.451333373785019,932.135437011719,197,1778
Andropogon gerardii,37.70416,-92.85666,12.9821662902832,31.5160007476807,-6.37200021743774,24.0013332366943,1.12799990177155,920.278198242188,1076,340
Andropogon gerardii,49.1,-95.833333,2.35616660118103,25.2759990692139,-24.1840000152588,17.6226654052734,-15.3020000457764,1334.35632324219,589,351
Andropogon gerardii,38.57666,-92.17333,12.9833335876465,32.2719993591309,-7.13199996948242,24.8073329925537,0.25,986.864013671875,1016,209
Andropogon gerardii,43.734875,-99.306624,8.31149959564209,30.9759998321533,-14.6040000915527,22.0786666870117,-6.11133337020874,1145.77966308594,528,503
Andropogon gerardii,49.983333,-97,2.4593334197998,25.9759998321533,-23.6119995117188,18.4699993133545,-15.7360000610352,1386.01721191406,572,232
Andropogon gerardii,37.636193,-102.543921,11.7068328857422,33.6279983520508,-9.03600025177002,23.3833332061768,0.40666651725769,931.630859375,378,1311
Andropogon gerardii,49.4399169990683,-96.316667,2.29033327102661,24.992000579834,-23.7520008087158,17.5553340911865,-15.2233333587646,1329.60791015625,618,322
Andropogon gerardii,43.912069929,-102.392598213,8.69216632843018,31.6000003814697,-12.9320001602173,21.9266662597656,-4.27466678619385,1064.00634765625,409,796
Andropogon gerardii,50.219,-96.552,2.05116677284241,24.8640003204346,-23.8439998626709,17.6860008239746,-15.8499994277954,1359.18347167969,546,253
Andropogon gerardii,49.287639,-98.625722,2.29233336448669,24.7999992370605,-22.57200050354,17.5753326416016,-15.050666809082,1330.04956054688,545,469
Andropogon gerardii,41.21652,-97.665586,10.106333732605,31.0480003356934,-11.1800003051758,23.2226657867432,-3.6026668548584,1083.64501953125,707,497
Andropogon gerardii,46.486586,-94.266911,4.98683309555054,26.92799949646,-19.3799991607666,19.3959999084473,-11.0286664962769,1229.79357910156,684,367
Andropogon gerardii,50.590999999075,-97.47975,1.62333345413208,24.7759990692139,-24.4400005340576,17.2746658325195,-16.3466663360596,1366.37243652344,511,278
Andropogon gerardii,49.752,-99.677,2.74000000953674,26.435998916626,-22.9799995422363,18.4153327941895,-14.8466672897339,1350.17175292969,486,367
Andropogon gerardii,40.581,-99.27403,9.91116714477539,30.7280006408691,-11.2399997711182,22.5406665802002,-3.15399980545044,1039.82971191406,638,688
Andropogon gerardii,43.637724,-92.219269,6.9171667098999,27.6440010070801,-15.6160001754761,20.4519996643066,-8.3526668548584,1163.72302246094,846,365
Andropogon gerardii,49.281,-98.635,2.29233336448669,24.7999992370605,-22.57200050354,17.5753326416016,-15.050666809082,1330.04956054688,545,469
Andropogon gerardii,41.64555,-92.822415,9.31400012969971,29.5799999237061,-12.3999996185303,22.3020000457764,-5.17533349990845,1109.36682128906,888,261
Andropogon gerardii,39.65307,-100.4207,11.0915002822876,33.0400009155273,-9.69999980926514,23.6606674194336,-1.16200006008148,1007.13647460938,542,809
Andropogon gerardii,41.469722,-89.8275,9.66416645050049,29.6960010528564,-11.532000541687,22.3719997406006,-4.55600023269653,1084.7275390625,943,189
Andropogon gerardii,38.945428,-94.903834,12.5366668701172,31.8920001983643,-7.69999980926514,24.6073341369629,-0.435333281755447,1007.1103515625,1008,287
Andropogon gerardii,40.27723,-99.75807,10.5941667556763,32.507999420166,-11.1680002212524,23.4220008850098,-2.3733332157135,1044.71350097656,585,655
Andropogon gerardii,47.983889,-96.465833,3.97499990463257,26.8079986572266,-21.1200008392334,19.0599994659424,-13.1380004882812,1307.41833496094,525,300
Andropogon gerardii,50.0165664538222,-96.8835518421182,2.24650001525879,25.3519992828369,-23.5160007476807,18.0166664123535,-15.7333335876465,1369.13146972656,579,254
Andropogon gerardii,42.523179,-86.017735,8.84800052642822,27.492000579834,-8.80399990081787,20.2873344421387,-3.38133335113525,960.028625488281,963,215
Andropogon gerardii,46.7833,-92.1,5.2024998664856,26.3080005645752,-17.2840003967285,18.984001159668,-9.78600025177002,1162.98205566406,760,207
Andropogon gerardii,39.299048,-88.097193,11.6623334884644,30.3759994506836,-7.67199993133545,23.3853340148926,-1.17666673660278,988.611938476562,1047,183
Andropogon gerardii,44.70176,-84.57338,6.12333345413208,27.2320003509521,-13.3439998626709,18.4253330230713,-6.83733320236206,1028.677734375,789,352
Andropogon gerardii,41.4324599990639,-79.70595,8.83933353424072,27.4559993743896,-8.72799968719482,19.8899993896484,-2.81800007820129,920.416564941406,1113,395
Andropogon gerardii,49.2577779990674,-96.033333,2.14416670799255,25.1240005493164,-24.1400012969971,17.4939994812012,-15.4666662216187,1335.77697753906,627,382
Andropogon gerardii,36.65722,-93.29583,13.9274997711182,32.447998046875,-5.28399991989136,24.5693321228027,2.62466669082642,885.579956054688,1101,327
Andropogon gerardii,36.21472,-95.92333,15.5860004425049,34.1319999694824,-4.03999996185303,26.6933326721191,3.83333325386047,921.605712890625,1010,189
Andropogon gerardii,41.258928,-77.981267,8.38483333587646,26.923999786377,-9.30399990081787,19.3373336791992,-3.1853334903717,912.741088867188,1046,469
Andropogon gerardii,37.17704,-101.4022,12.8435001373291,33.6199989318848,-7.73999977111816,24.53733253479,1.317999958992,940.801635742188,452,959
Andropogon gerardii,43.525836,-91.287132,8.09583377838135,28.4200000762939,-13.9919996261597,21.4200000762939,-6.78599977493286,1137.79431152344,793,208
Andropogon gerardii,49.7168865363194,-99.625305352062,2.73283338546753,26.2320003509521,-22.8920001983643,18.292667388916,-14.7720003128052,1342.9912109375,489,366
Andropogon gerardii,49.662385,-99.266868,2.86266684532166,26.3400001525879,-22.5799999237061,18.4373340606689,-14.6759996414185,1344.07348632812,503,334
Andropogon gerardii,21.74,-103.21,17.0464992523193,29.8799991607666,3.85199999809265,20.1079998016357,13.3400001525879,276.744018554688,741,2040
Andropogon gerardii,49.674611,-99.305,2.89216661453247,27.1840000152588,-22.8159999847412,18.8500003814697,-14.9019994735718,1368.07873535156,504,362
Andropogon gerardii,43.50806,-91.28287,8.09583377838135,28.4200000762939,-13.9919996261597,21.4200000762939,-6.78599977493286,1137.79431152344,793,208
Andropogon gerardii,39.1175,-91.903889,11.9371671676636,31.3120002746582,-8.29199981689453,23.8826675415039,-1.10199999809265,1004.33026123047,1017,252
Andropogon gerardii,36.04667,-95.86861,15.8891668319702,34.431999206543,-4.00400018692017,27.0879993438721,3.98266673088074,932.836242675781,1051,216
Andropogon gerardii,40.65479,-96.83071,10.7153329849243,31.6319999694824,-10.6000003814697,23.6973342895508,-3.03533339500427,1076.76879882812,748,417
Andropogon gerardii,49.083333,-96.816667,2.75816679000854,26.1520004272461,-22.8559989929199,18.2506675720215,-14.9420003890991,1347.03015136719,549,289
Andropogon gerardii,43.07121,-72.66915,6.94583320617676,26.9120006561279,-12.8959999084473,18.8460006713867,-5.64066648483276,989.457946777344,1165,293
Andropogon gerardii,44.372537,-95.970678,6.49633359909058,28.1879997253418,-16.5480003356934,20.6706676483154,-9.01799964904785,1202.27172851562,633,477
Andropogon gerardii,43.543165,-91.672028,7.12800025939941,27.6720008850098,-15.3999996185303,20.6079998016357,-8.07999992370605,1159.53869628906,818,363
Andropogon gerardii,49.889139,-97.271389,2.67933344841003,26.3239994049072,-23.3039989471436,18.8053340911865,-15.5433330535889,1392.05126953125,533,238
Andropogon gerardii,37.015125,-102.849512,12.4191665649414,33.0559997558594,-7.19999980926514,23.5266666412354,1.80466651916504,881.561584472656,403,1350
Andropogon gerardii,44.131908,-91.718763,7.44766664505005,28.3159999847412,-15.3199996948242,21.0019989013672,-7.70666646957397,1157.98962402344,812,246
Andropogon gerardii,40.45277,-92.60194,10.6761665344238,30.503999710083,-9.91199970245361,23.1206665039062,-2.99199986457825,1049.24340820312,970,288
Andropogon gerardii,39.82224,-96.52044,11.6041669845581,32.1440010070801,-9.65200042724609,24.3406677246094,-1.87533330917358,1056.62829589844,811,403
Andropogon gerardii,45.89456,-86.70547,5.38800001144409,24.2439994812012,-13.7440004348755,17.5913333892822,-7.5566668510437,1026.71728515625,770,186
Andropogon gerardii,40.491458,-79.904773,11.1526670455933,29.8600006103516,-6.76800012588501,22.1453342437744,-0.327999979257584,911.191528320312,983,286
Andropogon gerardii,50.8852669990769,-84.584758,-0.131166785955429,23.5559997558594,-26.42799949646,15.1059999465942,-17.5240001678467,1328.05786132812,740,90
Andropogon gerardii,47.6137243521364,-103.455691675256,6.23183345794678,29.8320007324219,-16.7759990692139,20.474666595459,-8.64999961853027,1180.07971191406,381,682
Andropogon gerardii,49.733,-99.483,2.85583329200745,27.3159999847412,-22.8920001983643,18.8246669769287,-14.9300003051758,1368.89709472656,494,370
Andropogon gerardii,37.612815,-92.93654,12.9305000305176,31.5240001678467,-6.39599990844727,24.0273323059082,1.08933329582214,923.750183105469,1083,355
Andropogon gerardii,42.77943,-96.96837,8.84933376312256,30.6079998016357,-13.9040002822876,22.5653343200684,-5.94533348083496,1152.59680175781,637,348
Andropogon gerardii,30.32545,-93.52559,19.3929996490479,32.7840003967285,4.56400012969971,27.224666595459,10.9993333816528,661.967041015625,1463,16
Andropogon gerardii,44.020334,-91.484135,7.63083362579346,28.4160003662109,-15.0799999237061,21.1520004272461,-7.45266628265381,1154.01904296875,816,220
Andropogon gerardii,44.0697,-98.38477,8.0091667175293,30.5200004577637,-14.8800001144409,22.1580009460449,-7.05933332443237,1182.40698242188,539,409
Andropogon gerardii,39.63162,-96.75039,11.8955001831055,32.431999206543,-9.19999980926514,24.5493335723877,-1.42466652393341,1047.26379394531,809,404
Andropogon gerardii,39.84107,-96.55255,11.5738334655762,32.2080001831055,-9.70399951934814,24.3640003204346,-1.91133308410645,1058.43774414062,801,402
Andropogon gerardii,50.917,-95.65,1.45333325862885,24.7759990692139,-25.1119995117188,17.326000213623,-16.6200008392334,1370.40234375,555,287
Andropogon gerardii,31.761003,-92.384584,18.3991661071777,33.5,2.41600012779236,27.0526676177979,9.28800010681152,720.911437988281,1500,33
Andropogon gerardii,46.284958,-93.923046,4.80966663360596,26.7799987792969,-19.5559997558594,18.8880004882812,-11.1519994735718,1216.34631347656,710,401
Andropogon gerardii,42.2916,-85.5875,9.34683322906494,29.1879997253418,-9.14400005340576,21.4273338317871,-3.42133331298828,1003.39709472656,928,269
Andropogon gerardii,49.2876389,-98.6257222,2.29233336448669,24.7999992370605,-22.57200050354,17.5753326416016,-15.050666809082,1330.04956054688,545,469
Andropogon gerardii,40.9669444,-91.5511111,10.3706665039062,30.2639999389648,-10.5960006713867,23.0273342132568,-3.65200018882751,1073.89538574219,939,219
Andropogon gerardii,46.75,-77,2.28516674041748,23.7240009307861,-22.0559997558594,16.1599998474121,-13.3473329544067,1199.57556152344,993,405
Andropogon gerardii,44.512738,-95.891137,7.03466653823853,28.6000003814697,-16.2999992370605,21.1893329620361,-8.64000034332275,1209.04248046875,637,351
Andropogon gerardii,50.017,-96.883,2.24650001525879,25.3519992828369,-23.5160007476807,18.0166664123535,-15.7333335876465,1369.13146972656,579,254
Andropogon gerardii,43.692492,-89.394244,7.44316673278809,28.2200012207031,-14.4519996643066,20.542667388916,-7.06133317947388,1113.36059570312,833,245
Andropogon gerardii,49.07383,-96.766194,2.74033355712891,26.1160011291504,-22.923999786377,18.2299995422363,-14.970666885376,1347.39404296875,549,293
Andropogon gerardii,42.6486,-86.10546,8.89366626739502,27.492000579834,-8.41599941253662,20.3973331451416,-3.23199987411499,957.481140136719,924,201
Andropogon gerardii,38.0097,-96.63842,12.8996667861938,32.6840019226074,-7.69999980926514,24.9253330230713,0.115333318710327,1001.03424072266,847,453
Andropogon gerardii,19,-100.267,22.3424987792969,35.2879981994629,10.4359998703003,25.0799999237061,20.2306671142578,193.363983154297,1230,1204
Andropogon gerardii,38.6611,-96.41768,12.5258331298828,32.4519996643066,-8.48799991607666,24.7813339233398,-0.615333318710327,1023.77844238281,870,393
Andropogon gerardii,49.07383,-96.766194,2.74033355712891,26.1160011291504,-22.923999786377,18.2299995422363,-14.970666885376,1347.39404296875,549,293
Andropogon gerardii,20.43467,-100.26044,16.2363338470459,28.2800006866455,3.37199997901917,18.9866676330566,13.0420007705688,240.918609619141,802,2200
Andropogon gerardii,50.6349038013884,-96.5052121961504,1.75166666507721,24.2520008087158,-23.7600002288818,17.3339996337891,-15.9440002441406,1346.96850585938,515,238
Andropogon gerardii,41.335046,-79.886478,8.868332862854,27.1639995574951,-8.60400009155273,19.8519992828369,-2.73533320426941,915.221252441406,1102,394
Andropogon gerardii,42.91133,-97.75081,9.21566677093506,30.7040004730225,-12.8719997406006,22.7046661376953,-5.10400009155273,1126.04748535156,521,386
Andropogon gerardii,44.733889,-95.409722,6.91483354568481,28.6639995574951,-16.7360000610352,21.2220001220703,-9.06266689300537,1227.06823730469,634,296
Andropogon gerardii,43.7129,-103.3436,8.04283332824707,29.3080005645752,-11.0200004577637,19.8040008544922,-2.80533337593079,923.246276855469,456,1220
Andropogon gerardii,49.366667,-96.116667,2.15516686439514,25.0200004577637,-24.0359992980957,17.466667175293,-15.4099998474121,1333.78063964844,638,371
Andropogon gerardii,48.9667,-97.2167,3.39499998092651,26.7759990692139,-22.0160007476807,19.033332824707,-14.3786668777466,1356.96936035156,487,238
Andropogon gerardii,38.8236,-77.7133,12.3844995498657,30.0400009155273,-5.07999992370605,22.82200050354,1.53666663169861,860.650756835938,1040,185
Andropogon gerardii,39.723072,-76.052248,11.6113338470459,29.2719993591309,-5.41599988937378,22.4860000610352,0.374000042676926,896.511535644531,1138,125
Andropogon gerardii,38.39494,-100.37459,12.0041666030884,33.7999992370605,-8.89999961853027,24.4186668395996,-0.141333177685738,996.019348144531,530,839
Andropogon gerardii,43.772654,-91.982323,7.1879997253418,27.923999786377,-15.4200000762939,20.673999786377,-8.01333332061768,1157.97778320312,821,309
